Experiment Name,Mode,Config,Dice_White Matter_Mean,Dice_White Matter_Std,HD95_White Matter_Mean,HD95_White Matter_Std,Dice_Gray Matter_Mean,Dice_Gray Matter_Std,HD95_Gray Matter_Mean,HD95_Gray Matter_Std,Dice_Lesion WM_Mean,Dice_Lesion WM_Std,HD95_Lesion WM_Mean,HD95_Lesion WM_Std,Dice_Lesion GM_Mean,Dice_Lesion GM_Std,HD95_Lesion GM_Mean,HD95_Lesion GM_Std,Dice_Total_Mean,Dice_Total_Std,HD95_Total_Mean,HD95_Total_Std
sgd_optimizer,validation,Cross-Fold,0.8380175650174524,0.08789338754724138,0.8687698023520991,0.3375573816606136,0.8036173426440842,0.057547506027718354,0.8654884787700979,0.25682172884187865,0.6867332426195308,0.07244350623741028,0.8791866327256472,0.2854224359319787,0.6075678476351759,0.05363789815274995,0.6206753297905554,0.26718470125445476,0.7339839994790608,0.03374495548641281,0.8085300609096,0.24852639477417623
base,validation,Cross-Fold,0.8484998693184642,0.0874777596655922,0.7832212402539862,0.35076968814127013,0.8193823309627661,0.06651237578128542,0.7418667298634731,0.3231651167910788,0.7293337180722902,0.04003900604073363,0.9161972055289132,0.27283895466142627,0.6652832771730743,0.021401113660544164,0.5831466903458955,0.27788064203610996,0.7656247988816487,0.0414945514259104,0.756107966498067,0.2753217330880376
